family,genus,species,origin,extin,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Globorotaliidae,Globorotaloides,eovariabilis,49.3,32.1,3.616034838,63.11666667,1.195971763,1.658613257,79.56,56.64,53.15,86.20698709,180,4,1.274586135,278.35,461.675,90,122336.125,0.46847262,1.276290699,0.863329602,0.931796697,90,90,1,0.843704833,0,0
Globigerinidae,Subbotina,eocaena,50.8,32.2,5.298,102.957,1.369,1.231,73.262,151.244,84.364,96.2,165,3.75,1.464,413.224,515.582,83.991,178484.07,0.455807737,1.344353608,0.948821602,0.928888967,90,90,1,0.839704883,0,2
Hedbergellidae,Pseudohastigerina,micra,49.7,32.3,2.826,58.795,1.303,1.748,65.699,60.811,49.877,96,145,6,1.194,133.35,246.592,82.146,15756.8,0.395624746,1.176588418,0.849427349,0.962899234,90,90,1,0.829286245,0,3
Chiloguembelinidae,Streptochilus,martini,43.5,32.4,1.410422215,180,1.400271239,0.705223106,180,180,180,95.89956614,53.62,2,1.18761198,144.55,101.94,90,9425.39,0.38874784,1.329408604,1.0690129,0.918075922,90,90,1,0.82392963,0,3
Globigerinidae,Subbotina,corpulenta,49.2,32.4,2.049,103.947,1.147,1.266,57.144,62.36,192.337,97.2,124,4,1.217,465.667,613.833,77.75,144197.9,0.418237783,1.296943601,1.08767643,0.919402693,90,90,1,0.898288955,0,1
Cassigerinellidae,Dipsidripella,liqianyui,42.6,33.1,6.086718537,58.20333333,1.164165788,1.758946078,75.07,51.32,48.22,88.18248001,180,5,1.377561875,143.53,81.6,90,13549.65,0.294066636,1.179099874,0.830087299,0.924804113,90,90,1,0.820222953,0,0
Cassigerinellidae,Tenuitella,praegemma,34.9,33.2,2.290238402,74.94,1.291276577,1.777574427,84.38,77.44,63,94.82590038,156.84,5,1.178204988,81.96,145.69,90,11892.57,0.343620429,1.3212452,0.937729487,0.916603058,90,90,1,0.843717746,0,3
Hantkeninidae,Hantkenina,nanggulanensis,38.2,33.7,4.763216512,70.96666667,1.471874663,1.619822078,83.9,71.34,57.66,98.14286873,179.53,5,1.333685173,327.11,529.86,90,149444.44,0.475037746,1.281085565,1.061538114,0.928412364,79.49,79.54,0.999371385,0.803687692,0,2
Globigerinidae,Globigerinatheka,tropicalis,39,33.7,2.527439341,87.27333333,1.131182009,1.189284633,123.88,92.32,45.62,97.83676903,155.4,4,1.250398255,198.22,235.74,90,40115.99,0.58156062,1.208983976,1.058172844,0.932918959,90,90,1,0.900751968,0,3
Hantkeninidae,Hantkenina,alabamensis,39.8,33.7,3.434,65.022,1.195,2.404,60.283,75.367,59.417,90.6,162,5.75,1.26,263.236,628.073,70.872,127623.57,0.377467736,1.232251632,1.022133287,1,90,90,1,0.792901487,0,1
Hantkeninidae,Hantkenina,primitiva,40,33.7,2.988722062,58.05666667,1.393246721,2.626339039,59.7,53.39,61.08,92.92656977,178.94,6.5,1.190342024,181.1,475.63,66.78,108745.55,0.405416038,1.14010655,0.915969935,1,47.66,23.27,2.04813064,0.816995391,0,1
Hantkeninidae,Hantkenina,compressa,41.3,33.7,2.755669558,78.46,1.309087964,2.825008437,88.65,77.13,69.6,89.22880638,178.51,6,1.227774362,296.3,837.05,76.94,304471.88,0.399779251,1.118070668,1.138369183,1,28.39,19.5,1.455897436,0.869464766,0,1
Globigerinidae,Subbotina,jacksonensis,44.5,33.7,1.702697368,97.83333333,1.05189434,1.051524711,92.42,115.54,85.54,91.4048538,129.79,4,1.150628858,332.85,350,90,91073,0.394319612,1.241915251,1.107583229,0.936304637,90,90,1,0.92895425,0,1
Globigerinidae,Subbotina,linaperta,52,33.7,1.808569062,112.775,1.290794894,1.167213719,138.22,87.33,0,92.01301295,180,3.5,1.195545297,271.15,316.49,90,63682.97,0.513077201,1.363827914,1.187536562,0.947389013,90,90,1,0.883556697,0,1
Globorotaliidae,Globorotaloides,quadrocameratus,55.1,33.7,3.073050487,88.38,1.232606556,1.62815,93.68,89.09,82.37,91.78215405,180,4,1.320581271,200,325.63,90,64006.47,0.497414714,1.506859179,0.977337567,0.93827592,52.28,56.31,0.928431895,0.844700558,0,0
Globigerinidae,Paragloborotalia,griffinoides,55.5,33.7,3.055060652,83.44,1.19904865,1.408805889,85.52,81.91,82.89,88.36528818,155.45,4,1.297348419,220.08,310.05,90,59183.52,0.441638483,1.354077318,1.066029002,0.914701837,90,90,1,0.867302139,0,1
Hedbergellidae,Turborotalia,cocoaensis,38.5,33.8,1.445016051,86.55333333,1.180237938,1.456163937,89.13,85.02,85.51,93.82889004,131.89,4,1.09275583,245.46,357.43,62.53,81115.7,0.368095449,1.178091335,1.202679482,0.944135717,50.43,20.91,2.411764706,0.900207496,0,1
Hedbergellidae,Turborotalia,cerroazulensis,41.8,33.8,3.681,72.811,1.19,1.461,81.729,65.104,71.6,89.8,142,4.5,1.31,316.523,465.015,68.567,93963.93,0.398218338,1.136275422,1.124321008,0.955339218,90,90,1,0.86958993,0,1
Globigerinidae,Catapsydrax,howei,44.7,33.8,2.008511622,119,1.419274845,1.191788933,119.38,118.62,0,97.5797828,136.09,3,1.259411275,303.98,362.28,90,82868.11,0.54228798,1.556805656,1.145472575,0.931825098,90,90,1,0.892640183,0,1
Globigerinidae,Subbotina,hagni,49.5,33.9,2.010701486,84.74333333,1.124144759,1.454623093,109.01,85.5,59.72,83.38971601,156.72,4,1.23967634,510.98,351.28,90,180201.45,0.362642254,1.314584389,1.063855002,0.916522323,90,89.84,1.001780944,0.890382899,0,1
Globigerinidae,Subbotina,yeguaensis,50.3,33.9,3.495,102.327,1.244,1.18,84.032,125.314,97.634,96.7,127,3.75,1.378,341.086,411.843,88.471,104168.82,0.450827129,1.423572203,0.972700564,0.932045298,90,90,1,0.828698396,0,1
Globigerinidae,Subbotina,utilisindex,35.3,34,1.302898565,109.03,1.120906188,1.298974522,113.29,104.77,0,75.14211415,158.88,3,1.095925606,283.77,368.61,90,98708.7,0.460019532,1.424805258,1.212141935,0.898388944,90,90,1,0.881323247,0,1
Hantkeninidae,Cribrohantkenina,inflata,35.5,34,3.129,72.553,1.206,1.784,94.429,72.936,50.293,97.4,149,4.75,1.26,567.267,1032.933,89.56,144055.18,0.546343491,1.186902682,1.181993571,0.927388643,90,90,1,0.853580081,0,2
Cassigerinellidae,Tenuitella,patefacta,35.5,34,1.788299513,66.43666667,1.448179272,1.829949464,69.52,64.14,65.65,97.84187227,178.19,6,1.114658474,112.79,206.4,90,21650.54,0.317633186,1.273008827,0.844628107,0.934786995,90,90,1,0.819317438,0,3
Hantkeninidae,Clavigerinella,eocanica,49.6,34,3.925149795,86.31333333,1.727107673,2.54166985,82.9,103.8,72.24,76.66143275,180,4,1.365454384,261.82,665.46,90,157662.81,0.570901407,1.915401694,0.79764995,0.962958051,90,90,1,0.718070298,0,2
Globigerinidae,Catapsydrax,globiformis,40.4,34.3,1.835,105.451,1.144,1.207,79.13,151.716,85.507,97.5,144,3.75,1.168,211.137,252.412,77.735,40659.91,0.485900485,1.365035993,1.266874163,0.91937011,90,90,1,0.882541814,0,1
Globigerinidae,Globigerinatheka,luterbacheri,40.4,34.3,2.846248217,122.935,1.012546927,0.990488269,125.17,120.7,0,96.88580955,154.33,3,1.425115613,315.4,312.4,90,73451.75,0.657801618,1.178095433,1.421974241,0.906689233,90,90,1,0.950230742,0,3
Globigerinidae,Globigerinatheka,index,44,34.3,1.733,129.81,1.237,1.001,159.107,100.512,999,93.6,93,2.75,1.198,478.367,484.717,87.275,162726.11,0.551248229,1.310462137,1.286083139,0.927828415,90,90,1,0.866724744,0,3
Globigerinidae,Catapsydrax,africanus,39,34.4,2.008385665,94.85666667,1.08466788,1.102998358,119.54,102.79,62.24,96.88500932,129.13,4,1.173681881,231.46,255.3,90,42579.16,0.434269488,1.266005071,1.131069472,0.942563725,90,90,1,0.901527914,0,1
Cassigerinellidae,Tenuitella,insolita,35.6,34.5,1.826,88.955,1.114,1.51,68.806,70.185,127.875,95.8,135,4,1.161,104.34,158.091,89.224,19466.96,0.342695521,1.391717576,0.975668283,0.95899361,90,90,1,0.804960407,0,3
Hedbergellidae,Turborotalia,pomeroli,43.1,34.6,1.854,79.002,1.169,1.458,50.66,60.369,125.977,95.2,141,5,1.158,270.387,401.484,88.55,83829.58,0.484712198,1.17848104,1.19901536,0.929812867,90,90,1,0.858397832,0,1
Truncorotaloididae,Acarinina,collactea,50.3,35.1,2.138,77.658,1.226,1.587,65.104,82.767,85.103,93.4,147,4.75,1.157,165.1,267.855,72.985,97391.16,0.369869298,1.288493538,0.977005105,0.946232739,90,90,1,0.882094713,0,3
Globigerinidae,Globigerinatheka,semiinvoluta,38.5,35.3,5.894,94.101,0.965,0.982,142.967,69.368,69.969,95.1,115,2.25,1.568,416.56,393.7,89.609,131113.49,0.583830848,1.181211466,1.237246086,0.915759481,90,90,1,0.89182018,0,3
Globigerinidae,Globigerinatheka,korotkovi,45.5,35.5,1.214278864,125.395,1.095121302,0.88795223,132.38,118.41,0,94.52638967,136.54,3,1.068743217,597.87,530.88,90,228453,0.493564366,1.220426917,1.407798282,0.919504844,90,90,1,0.940464877,0,3
Globigerinidae,Turborotalita,carcoselleensis,45.5,35.8,0.915454971,77.85,1.068826349,1.489220728,74.3,80.25,79,97.65670225,177.77,5,0.987902955,202.24,301.18,90,64988.64,0.19485667,1.241558359,0.991561294,0.937933646,90,90,1,0.851854814,0,1
Truncorotaloididae,Acarinina,medizzai,42.5,35.9,3.217,64.704,1.085,1.389,64.098,66.489,63.524,97.2,125,4.75,1.232,169.333,240.145,80.414,17513.75,0.330895439,1.298545796,1.111389918,0.949668276,90,90,1,0.890817848,0,3
Globigerinidae,Globigerinatheka,mexicana,45.8,36,2.067,103.678,1.036,1.014,151.343,87.495,72.196,97.3,136,3.75,1.192,315.784,302.054,89.818,106672.97,0.851813444,1.102007709,1.179023394,0.929742843,90,90,1,0.879216475,0,3
Cassigerinellidae,Dipsidripella,danvillensis,43.8,36.2,4.190468839,76.15666667,1.064930521,1.622249296,90.06,65.69,72.72,68.71830295,180,5,1.371130804,213.05,131.33,90,33235.37,0.368784521,1.392558019,0.89026413,0.907596189,90,90,1,0.778857363,0,0
Hedbergellidae,Turborotalia,CUNIALENSIS,38.1,36.3,2.442565133,78.64666667,1.228760419,2.506640316,88.32,73.4,74.22,86.78368482,130.79,5,1.225862669,126.5,317.09,53.94,65784.57,0.501496324,1.172529054,1.122600967,0.998709258,32.47,28.35,1.145326279,0.928538643,0,1
Globigerinidae,Globigerinatheka,barri,44.5,36.4,2.535,92.092,1.021,1.011,109.137,89.118,78.019,95.8,100,4,1.282,345.831,332.154,89.926,90432.46,0.638638383,1.113498694,1.217805943,0.938668797,90,90,1,0.897213567,0,3
Truncorotaloididae,Planorotalites,capdevilensis,50.3,36.5,3.835680963,58.41,1.146176748,2.087738636,78.25,48.01,48.97,84.19966773,152.08,6,1.229297804,226.81,473.52,60.43,134004.3,0.310611077,1.088121773,0.880952982,0.993869475,35.81,48.52,0.738046167,0.940592843,0,3
Globigerinidae,Parasubbotina,griffinae,49.6,37,3.708,78.899,1.241,1.285,68.842,79.101,88.754,97.7,162,4.5,1.345,289.748,417.689,72.676,94440.92,0.47258773,1.450362322,1.018824075,0.928081515,90,90,1,0.795689307,0,1
Heterohelicidae,Zeauvigerina,zelandica,55.3,37.2,1.183173138,180,1.856336438,0.642441358,180,180,180,92.72301736,49.7,2,1.087737624,173.51,111.47,90,13451.06,0.245182908,1.247501968,1.096164313,0.864851234,90,90,1,0.718639756,0,3
Hedbergellidae,Turborotalia,altispiroides,40.8,37.3,1.290761125,72.59333333,1.10159897,0.911382227,71.83,71.13,74.82,94.61367934,129.62,6.5,1.053449942,360.65,328.69,90,118075.07,0.34450312,1.134640363,1.06167339,0.865800359,90,90,1,0.916990801,0,1
Truncorotaloididae,Morozovelloides,crassatus,48.3,38,2.687,79.857,1.303,1.939,69.661,81.924,87.985,87.7,135,4.75,1.24,195.943,408.214,53.22,100189.08,0.412781413,1.369125392,0.962191036,0.995728275,40.22,25.46,1.579732914,0.813757404,0,3
Globigerinidae,Subbotina,senni,50.5,38,1.974,101.157,1.046,1.054,77.192,131.852,94.427,95.8,91,3.75,1.208,354.013,371.475,89.489,129921.23,0.321857636,1.152963764,1.236923616,0.921649747,90,90,1,0.873643543,0,1
Truncorotaloididae,Acarinina,mcgowrani,50,38.1,1.57562766,90.70666667,1.170629693,1.240430791,90.74,80.74,100.64,93.17829889,139.25,4,1.137439328,283.2,351.29,90,80657.44,0.406238036,1.240351176,1.145362533,0.951818328,90,90,1,0.916371855,0,3
Hantkeninidae,Hantkenina,australis,42.4,38.2,3.033444904,62.81,1.523011759,2.320035378,68.75,60.52,59.16,94.84106321,175.17,6,1.215448375,214.82,498.39,68.14,115157.02,0.431031994,1.189453587,0.859162438,1,49.55,30.73,1.612430849,0.848467417,0,1
Truncorotaloididae,Acarinina,rohri,43,38.2,2.681,70.871,1.256,1.426,78.499,75.977,58.137,96.6,122,5,1.204,242.147,406.4,88.903,87178.11,0.39208237,1.338338715,0.909850581,0.947609131,90,90,1,0.818969274,0,3
Hantkeninidae,Hantkenina,dumblei,44.4,39,2.294397254,61.89333333,1.39146583,4.358629301,56.37,59.78,69.53,78.46857377,179.7,6,1.160398891,144.16,628.34,71.01,213021.04,0.388512515,1.171052862,0.965159522,1,38.92,53.5,0.727476636,0.765828598,0,1
Truncorotaloididae,Acarinina,primitiva,50.7,39,2.35494962,99.43333333,1.16338053,1.211879313,115.59,114.22,68.49,93.11408576,177.9,3.75,1.158316082,221.73,268.71,90,45307.29,0.376084732,1.259588205,1.060017875,0.94225456,90,90,1,0.900140354,0,3
Hedbergellidae,Pseudohastigerina,sharkriverensis,49.7,39.2,2.221,70.279,1.034,1.523,66.585,81.228,63.025,95.4,143,5.5,1.197,204.68,310.718,89.315,61478.41,0.460646754,1.278427381,0.887197377,0.943456009,90,90,1,0.825952808,0,3
Globigerinidae,Globigerinatheka,subconglobata,48.2,39.4,1.498641234,89.32333333,0.964786249,0.987221648,88.07,97.84,82.06,96.57415089,143.96,4,1.097667191,212.86,210.14,90,37197.52,0.367717794,1.096419674,1.310671264,0.933527058,90,90,1,0.93057608,0,3
Globigerinidae,Parasubbotina,pseudowilsoni,48.4,39.6,3.470684286,79.73666667,1.222165055,1.468653394,92.78,76.46,69.97,96.00496575,178.21,5,1.302321676,161.74,237.54,90,33498.96,0.41643054,1.316034319,0.993964283,0.927020543,90,90,1,0.889737761,0,1
Globigerinidae,Globigerinatheka,kugleri,45.8,39.9,1.593294757,85.77,0.98398294,0.983655566,95.9,88.31,73.1,96.72591874,121.82,4,1.109446576,408.09,401.42,90,127869.86,0.408186652,1.171938827,1.181187173,0.909857364,90,90,1,0.926114949,0,3
Globigerinidae,Orbulinoides,beckmanni,40.6,40.1,3.222,75.062,0.984,1.026,94.245,62.288,68.653,97,107,2.25,1.341,649.111,663.222,89.781,334791.52,0.792688865,1.043340475,1.249584471,0.927238679,90,90,1,0.937053207,0,3
Truncorotaloididae,Morozovelloides,lehneri,46.2,40.1,1.757,41.445,1.301,2.42,35.119,41.466,47.749,83.5,121,8,1.066,201.083,493.183,40.057,135813.85,0.208528806,1.182283274,0.75224182,0.96590994,37.55,26.35,1.425047438,0.763960129,0,3
Truncorotaloididae,Morozovelloides,coronatus,47.4,40.1,0.864136832,75.46333333,1.159706287,2.067437287,85.78,77.72,62.89,84.80951167,147.61,5,0.962623405,208.49,431.04,53.94,120348.15,0.190357309,1.209684254,0.957180387,1,60.45,21.45,2.818181818,0.881171757,0,3
Globigerinidae,Subbotina,crociapertura,49,40.1,4.99,93.31,1.351,1.433,88.529,106.559,84.842,97.8,168,3.75,1.493,353.483,501.65,89.107,116208.09,0.604822693,1.329421026,0.956171501,0.933580125,90,90,1,0.876541007,0,1
Guembelitriidae,Jenkinsina,columbiana,55.3,40.1,1.289604725,122.07,1.227419049,0.799464627,122.28,121.86,118.61,95.35213746,50.92,3,1.08756049,130.75,104.53,90,9132.37,0.289416657,1.476009926,1.385497719,0.952786797,90,90,1,0.777141049,0,3
Globigerinidae,Globigerinatheka,euganea,42.8,40.2,2.052059443,111.7033333,1.074069025,1.073759499,163.58,96.11,75.42,96.31063423,144.77,4,1.252349336,447.4,480.4,90,161709.75,0.747470947,1.183228201,1.377209306,0.951564826,90,90,1,0.939268942,0,3
Truncorotaloididae,Acarinina,praetopilensis,50,40.2,2.734383908,88.66333333,1.020347426,1.339865296,110.7,86.42,68.87,87.73283472,155.46,4,1.307773196,483.41,360.79,60.92,142902.43,0.416948473,1.352057495,1.037741134,0.969047739,38.21,34.7,1.101152738,0.750457269,0,3
Truncorotaloididae,Acarinina,topilensis,43.2,40.6,5.225,90.94,1.272,1.254,112.769,93.978,66.072,86.3,126,3.75,1.463,339.271,449.943,54.239,101313.484,0.484531572,1.490219016,0.944904339,0.979995138,27.09,58.96,0.459464043,0.552603788,0,3
Truncorotaloididae,Acarinina,punctocarinata,49.3,40.6,2.815459206,82.26333333,1.164786994,1.511014189,93.65,62.28,90.86,85.81497427,157.6,4.25,1.302017096,547.38,362.26,49.82,173873.26,0.270571852,1.2569104,1.095070145,0.95898576,13.18,59.46,0.221661621,0.68320081,0,3
Truncorotaloididae,Acarinina,bullbrooki,50,40.6,2.756,77.168,1.143,1.196,90.213,79.731,61.561,90.7,146,4.75,1.23,249.767,337.256,62.966,70317.41,0.436287116,1.242474612,1.071170246,0.948265032,68,22.8,2.98245614,0.910932353,0,3
Hedbergellidae,Turborotalia,possagnoensis,44.6,40.7,2.350073585,103.005,1.296763665,1.253488269,123.01,83,0,89.13932676,169.53,3,1.242957802,450.08,564.17,90,211885.78,0.45514909,1.328556243,1.264828168,0.912919746,55.14,35.93,1.53465071,0.913444131,0,1
Hedbergellidae,Turborotalia,frontosa,49.7,40.7,3.045,110.448,1.321,1.285,87.024,133.872,999,97,162,3,1.325,278.63,346.364,89.177,111786.25,0.532953293,1.422359043,0.920668386,0.935816485,90,90,1,0.831336921,0,1
Hantkeninidae,Hantkenina,liebusi,47.5,41.2,3.164981073,80.38666667,1.25,4.070832485,86.73,76.24,78.19,72.07141316,177.57,5,1.291944575,98.26,400,44.42,78227.34,0.47130888,1.407875203,0.964868656,1,26.82,27.24,0.984581498,0.756133905,0,1
Hantkeninidae,Hantkenina,lehneri,44.4,41.3,2.160295469,66.82,1.182164766,4.157803825,52.98,67.72,79.76,72.48784816,179.12,5,1.164125241,81.05,336.99,41.04,47418.01,0.381908688,1.419122305,0.799242746,0.993319413,13.53,20.29,0.666830951,0.63837352,0,1
Globigerinidae,Globigerinatheka,curryi,44.5,41.7,2.157957239,93.575,1.006471105,1.068586458,111.64,75.51,0,94.24718484,147.13,3,1.244802033,444.84,475.35,90,157785.13,0.688338248,1.302642006,1.434571533,0.950980609,90,90,1,0.918451343,0,3
Globigerinidae,Guembelitrioides,nuttalli,49,42.3,2.412,94.017,1.033,1.011,76.192,96.381,109.477,96.9,74,3.75,1.288,476.685,459.288,88.221,95262.78,0.351964114,1.371779479,1.041193278,0.936913042,90,90,1,0.812816404,0,2
Truncorotaloididae,Morozovelloides,bandyi,49.6,42.3,3.469518867,77.97666667,1.152468072,1.853945867,107.12,68.74,58.07,80.55747414,142.56,4,1.2605775,245.32,454.81,63.67,145316,0.38650183,1.335630679,1.045274467,0.98243776,28.51,43.6,0.653899083,0.706666834,0,3
Truncorotaloididae,Acarinina,pseudosubsphaerica,50.4,42.3,3.038523735,69.05333333,0.774326527,0.991529585,74.2,69.14,63.82,92.67322714,110.52,6,1.268908911,242.31,244.38,90,69395.62,0.248602001,1.065995084,0.983587838,0.909289301,90,90,1,0.912386545,0,3
Guembelitriidae,Jenkinsina,triseriata,50.4,42.3,1.467837058,120.405,1.701560582,0.593647951,133.36,107.45,121.54,91.91923544,45.13,3,1.139531405,189.86,112.71,90,13462.52,0.31414698,1.250229269,1.493225015,0.922677509,90,90,1,0.767281471,0,3
Globigerinidae,Globoturborotalita,bassriverensis,55.2,42.4,2.137784487,95.14,0.950744907,1.072727273,109.34,98.68,77.4,81.5929016,96.02,4,1.250091669,145.75,156.35,90,20304.8,0.362027205,1.392298727,1.017699725,0.89150271,45.19,90,0.502111111,0.875429042,0,0
Hantkeninidae,Clavigerinella,akersi,49.4,42.8,4.664847541,66.51333333,1.301385681,3.066719482,84.68,54.06,60.8,71.9967758,161.92,5,1.319795338,290.32,890.33,90,315712.8,0.430685547,2.533394834,0.569212182,0.962509385,90,90,1,0.556999405,0,2
Truncorotaloididae,Guembelitrioides,lozanoi,51.5,42.9,1.862,66.047,1.079,1.322,57.293,63.415,77.432,98.1,130,5.5,1.115,271.462,366.713,88.845,123519.48,0.310832024,1.285691112,0.906450754,0.935136392,90,90,1,0.83391553,0,3
Globigerinidae,Pseudoglobigerinella,bolivarina,48.4,43,2.517,80.213,1.367,1.292,80.179,76.726,83.735,97,130,4.5,1.23,324.069,415.159,88.226,68438.95,0.474373876,1.278326131,1.126332059,0.942191004,90,90,1,0.852110664,0,1
Hantkeninidae,Clavigerinella,columbiana,49.4,43.3,5.231325496,80.3,1.242929342,2.178019559,97.39,79.17,64.34,88.12296126,180,4,1.407200109,236.21,514.47,90,151375.47,0.478539224,1.529177169,0.850339874,0.957858868,75.37,44.51,1.693327342,0.788669459,0,2
Hantkeninidae,Clavigerinella,jarvisi,49.4,43.3,6.781535626,55.49333333,1.311743883,5.087658419,63.37,54.99,48.12,64.13055567,179.23,5,1.355183726,674.42,132.56,18.12,172025.42,0.334465162,2.052277228,0.535388078,0.916223866,90,90,1,0.6076709,0,2
Globigerinidae,Subbotina,roesnaesensis,55.6,43.3,3.364,101.646,1.143,1.088,69.924,140.76,94.255,98.2,106,3.75,1.388,344.129,360.516,88.222,58423.56,0.47859545,1.304391576,1.039538011,0.926718861,90,90,1,0.843810011,0,1
Hedbergellidae,Pseudohastigerina,wilcoxensis,55.3,43.4,3.083,51.847,1.26,1.928,61.59,46.753,47.199,97.3,160,6.5,1.165,108.857,208.888,89.412,22899.77,0.49104467,1.263324442,0.929472309,0.924688054,90,90,1,0.841803347,0,3
Truncorotaloididae,Igorina,anapetes,47.2,43.6,2.201975835,34.38666667,1.169865457,1.5787686,39.55,25.69,37.92,97.34422098,148.3,8,1.104634701,185.48,292.83,90,53374,0.215065575,1.090650585,0.6793023,0.964265953,46.42,46.32,1.002158895,0.926011037,0,3
Truncorotaloididae,Morozovella,aragonensis,52.3,43.6,0.931,53.906,1.301,1.594,35.807,60.05,65.863,82.3,143,6.5,1.011,358.019,570.895,64.877,192844.59,0.26040212,1.093544859,0.952006305,0.99926465,71.05,26.63,2.66804356,0.851961949,0,3
Truncorotaloididae,Igorina,broedermanni,55.5,43.7,1.518813168,57.24333333,0.819290466,0.715074789,62.33,51.37,58.03,88.00192425,118.65,6,1.075488959,248.03,177.36,90,41160.47,0.262047542,1.097128219,0.861766516,0.926910729,30.06,87.03,0.345398139,0.847334859,0,3
Truncorotaloididae,Acarinina,boudreauxi,50.2,43.9,1.509375075,83.69666667,1.139465988,1.351092096,102.61,79.09,69.39,82.47286304,171.2,4,1.095012814,222.05,300.01,52.8,61390.43,0.306338138,1.098546357,1.289979539,0.856826229,11.11,56.18,0.197757209,0.918049033,0,3
Hedbergellidae,Globanomalina,australiformis,56.5,44,2.858,85.24,1.168,1.7,70.509,97.737,87.474,89.1,137,4.25,1.281,140.547,248.92,61.301,21065.02,0.498027061,1.228923708,1.120183321,0.961473507,90,90,1,0.902727623,0,3
Hantkeninidae,Hantkenina,mexicana,49,44.2,6.59,54.054,1.237,3.838,58.927,51.524,51.712,80.9,163,5.25,1.33,197.556,754.944,38.234,218822.22,0.415117989,1.890801179,0.66762736,0.97901647,31.52,32.43,0.971939562,0.653001826,0,1
Truncorotaloididae,Morozovella,crater,53.4,44.3,2.087,64.536,1.133,1.691,57.652,57.11,78.846,84.7,135,5.25,1.109,324.152,546.705,61.78,219064.77,0.304015246,1.214559234,0.986421422,1,65.87,23.86,2.760687343,0.845515107,0,3
Guembelitriidae,Cassigerinelloita,amekiensis,50.2,44.5,2.017462194,88.52333333,1.018223583,1.081193731,100.86,92.75,71.96,95.41714693,103.03,4,1.188952015,59.98,64.85,90,3032.96,0.451169814,1.294116963,1.074883197,0.938473097,90,90,1,0.853522833,0,3
Globigerinidae,Parasubbotina,eoclava,49.9,44.7,3.365728994,89.58,1.314750143,1.671321333,91.8,102.83,74.11,92.31884547,170.79,4,1.356414468,247.78,414.12,90,95065.46,0.5085398,1.608333032,0.912309559,0.942163409,90,90,1,0.844797303,0,1
Truncorotaloididae,Acarinina,cuneicamerata,50.8,44.8,1.66,58.338,1.173,1.395,44.821,48.308,81.885,91.1,158,5.25,1.054,265.112,381,72.959,107444.75,0.334380414,1.21918597,1.00512161,0.945916539,58.79,25.58,2.298279906,0.825766265,0,3
Heterohelicidae,Zeauvigerina,parri,49.6,44.9,1.323294509,180,2.457654914,0.425377819,180,180,180,89.12978822,66.04,2,1.150345387,207.11,88.1,90,13059.79,0.289232828,1.123117851,1.259797842,0.89645886,90,90,1,0.738524193,0,3
Chiloguembelinidae,Chiloguembelina,crinita,59.8,45.5,1.880398903,180,1.418693371,0.704933188,180,180,180,95.74662182,68.56,2,1.371276377,118.99,83.88,90,6647.21,0.579217446,1.484284556,1.107319785,0.925465517,90,90,1,0.813264188,0,1
Truncorotaloididae,Morozovella,caucasica,50.8,46.7,3.37,59.451,1.269,1.703,36.873,67.473,74.008,85.9,135,6,1.165,347.98,591.82,64.823,313712.4,0.170836059,1.114426208,0.53675626,1,73.29,23.39,3.133390338,0.818602519,0,3
Hedbergellidae,Planoglobanomalina,pseudoalgeriana,51.8,46.8,1.017952981,35.24333333,1.175600903,2.872066616,36.87,32.8,36.06,75.37431976,180,10,0.997500553,92.47,265.58,51.16,42766.47,0.126861768,1.075069331,0.630712424,0.937725162,49.27,53.53,0.920418457,0.85634222,0,0
Globigerinidae,Subbotina,patagonica,56.8,47.1,3.030791649,92.76,1.177831463,1.202097873,122.33,91.48,64.47,73.10601616,149.39,3.5,1.305784066,239.29,287.65,90,59416.66,0.508891951,1.270886172,1.055129322,0.91176964,90,90,1,0.842653047,0,1
Globigerinidae,Parasubbotina,inaequispira,55.5,47.2,3.002,91.696,1.321,1.585,107.327,100.925,66.837,99.1,170,4,1.289,225.425,360.362,88.913,102375.42,0.399452232,1.564883729,0.94102403,0.939918172,90,90,1,0.761936767,0,1
Hantkeninidae,Hantkenina,singanoae,49.2,48.9,9.111739376,62.46,1.410200934,3.736218569,78.5,62.55,46.33,75.92115616,175.1,5,1.431590842,165.44,618.12,39.67,111121.94,0.585478259,2.093213521,0.664328955,0.98717278,90,90,1,0.636990319,0,1
Truncorotaloididae,Acarinina,angulosa,55.6,49,1.217515149,82.9,0.967199051,1.353709786,105.61,77.63,65.46,90.56656644,137.9,4,1.050611916,283.17,383.33,90,118811.95,0.2893767,1.347801224,1.020218982,0.925609722,21.7,86.79,0.250028805,0.864503656,0,3
Truncorotaloididae,Acarinina,soldadoensis,56.6,49,1.566,88.583,1.211,1.381,82.134,86.196,97.419,92.5,128,4,1.117,274.32,381,83.251,99963.23,0.41142138,1.25426492,1.110564429,0.936451124,50.46,23.6,2.138135593,0.839066995,0,3
Hantkeninidae,Clavigerinella,caucasica,49.4,49.1,5.366492612,68.63666667,1.052805112,2.357153729,67.86,67.08,70.97,87.32939172,180,4,1.379348702,262.8,619.46,90,203166.58,0.422688367,2.037556061,0.716806904,0.95303936,90,75.07,1.198881044,0.647750401,0,2
