family,genus,species,origin,extin,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Globigerinidae,Globigerina,atlantisae,0,-0.0000001,2.92603182,83.53666667,1.0327654,1.744993094,95.56,88.79,66.26,89.4493002,180,4,1.307625901,202.14,115.84,90,24573.95,0.355581012,1.354860632,0.969820901,0.934995616,90,90,1,0.856033313,0,3
Globigerinidae,Globigerina,egelida,0,-0.0000001,1.721892118,77.52,1.008611242,1.333046039,98.56,70.21,63.79,83.004044,180,4.5,1.111397995,139.23,185.6,90,25817.27,0.304509346,1.232272809,0.990107294,0.933135905,90,90,1,0.882191634,0,3
Globigerinidae,Globigerina,exumbilicata,0,-0.0000001,1.840160923,78.32333333,1.102609904,1.4917026,81.5,75.45,78.02,94.26340839,144.62,4.75,1.142864742,153.06,228.32,90,33013.88,0.36596062,1.335918392,0.980938129,0.928232704,90,90,1,0.858788385,0,3
Globorotaliidae,Globorotalia,neoflexuosa,0,-0.0000001,2.257477031,71.25,1.062883221,1.807506709,85.55,69.34,58.86,69.67616778,161.46,7,1.177739606,868.29,1569.44,75.28,1442660.65,0.352774599,1.109921521,1.054476443,1,28.57,21.5,1.328837209,0.934246027,0,0
Globorotaliidae,Neogloboquadrina,cryophila,0,-0.0000001,1.931948954,84.64333333,1.0792243,1.39884044,98.78,75.49,79.66,82.61345704,148.89,4,1.172704028,165.58,231.62,90,36098.78,0.360635179,1.261192942,1.115703973,0.92323349,90,90,1,0.846599983,0,2
Globorotaliidae,Neogloboquadrina,polusi,0,-0.0000001,2.045149701,72.23,1.100369886,0.986441148,61.96,67.11,87.62,96.65690008,124.79,5,1.152546533,360.65,355.76,90,105737.32,0.409391972,1.211566169,1.054011135,0.919289576,90,90,1,0.933736787,0,2
Globigerinidae,Globigerinella,adamsi,0.01,-0.0000001,1.968,61.159,1.078,2.009,43.543,61.699,78.235,80.3,166,6,1.122,477.212,1023.697,61.918,384162.81,0.255900747,2.358307002,0.435125006,1,90,90,1,0.502136742,0,2
Globigerinidae,Globigerinoides.Br,pyramidalis,0.01,-0.0000001,0.733299068,120.71,1,0.801933145,108.71,132.71,0,96.3072956,58.61,3,0.905785211,124.15,99.56,90,6923.04,0.233615579,1.203332622,1.40944993,0.950488117,90,90,1,0.946212508,0,3
Globorotaliidae,Neoacarinina,blowi,0.2,-0.0000001,0.91577363,120.49,1.143697151,1.331386618,118.69,122.29,0,95.32176346,146.15,3,0.971512689,359.58,478.74,90,128196.39,0.350744744,1.234349798,1.41440724,0.935085287,90,90,1,0.936858611,0,0
Globorotaliidae,Truncorotalia,crozetensis,0.2,-0.0000001,1.715369696,84.61,1.08371715,1.533348223,84.86,92.59,76.38,86.25552817,170.21,4.5,1.128845554,358.19,549.23,84.34,220199.91,0.369381713,1.104255827,1.234787541,0.994620115,18.3,35.72,0.512318029,0.885179307,0,0
Globorotaliidae,Berggrenia,clarkei,0.5,-0.0000001,2.988033344,80.66,1.194619223,1.945816733,87.32,76.17,78.49,78.97284251,180,5,1.290328046,122.1,62.75,90,7507.17,0.345586952,1.231457106,1.066729771,0.962664591,88.74,90,0.986,0.914829101,0,0
Globigerinidae,Globigerinoides.Br,cyclostomus,1,-0.0000001,1.157304623,114.43,1.089919259,1.087210855,139.29,89.57,0,85.25590187,91.01,3,1.090220777,374.38,407.03,90,113526.91,0.434732875,1.381553531,1.253828617,0.924758315,90,90,1,0.90057341,0,3
Globigerinidae,Globigerinoides.Bu,gomitulus,1,-0.0000001,1.887,133.726,1.238,1.073,77.645,189.807,999,95.1,105,3,1.182,311.727,316.345,74.954,215564.93,0.489526056,1.226668034,1.422143426,0.896155526,90,90,1,0.886460249,0,3
Hastigerinidae,Hastigerinopsis,digitiformans,1,-0.0000001,5.88,65.424,1.394,1.797,69.966,66.108,60.197,97.2,158,5.75,1.383,650.24,1178.56,89.73,229451.18,0.420478334,2.242767857,0.514290242,0.978407244,90,90,1,0.539311257,0,0
Globorotaliidae,Truncorotalia,cavernula,1,-0.0000001,2.598617492,76.61333333,1.235557682,1.948792821,95.28,66.58,67.98,81.83812497,180,5.5,1.234365636,140.41,273.63,49.12,47339.44,0.39514895,1.180507591,1.011530501,0.965356046,20.82,52.48,0.396722561,0.834158366,0,1
Globorotaliidae,Neogloboquadrina,eggeri,1.4,-0.0000001,1.72,77.285,1.066,1.432,57.514,85.396,88.946,97.1,140,4.75,1.078,396.394,577.273,86.654,183239.08,0.300685312,1.241209664,1.007250013,0.922736914,90,90,1,0.835801945,0,2
Globigerinidae,Globigerina,cariacoensis,1.7,-0.0000001,0.706660304,82.19,1.060124208,1.348319649,83.45,91.66,71.46,95.56045692,109.04,5,1.073821464,378.79,510.73,90,176507.5,0.148453918,1.333895147,0.922029152,0.933167694,90,90,1,0.823389963,0,3
Globigerinidae,Zeaglobigerina,woodi,1.7,-0.0000001,2.065422089,82.59333333,1.233382446,1.2077975,112.58,71.22,63.98,82.05298964,131.17,4,1.230700428,266.73,220.84,90,52249.13,0.412215093,1.261870297,1.051172798,0.926423229,90,90,1,0.82428556,0,2
Globorotaliidae,Berggrenia,pumilio,1.75,-0.0000001,0.675724219,58.51666667,1.043555366,1.771177118,50.13,62.19,63.23,86.62579626,165.15,6,0.945864904,81.81,144.9,88.91,14680.63,0.147738891,1.152368356,0.819209544,0.918244479,19.43,55.05,0.352951862,0.897344521,0,0
Hastigerinidae,Hastigerina,riedela,1.8,-0.0000001,1.728751556,79.33666667,1.160637948,1.617686229,75.14,94.87,68,67.88819427,152.34,5,1.108657662,112.63,182.2,90,12118.68,0.295976955,1.302876618,0.946695654,0.93043007,90,90,1,0.760688341,0,1
Globigerinidae,Turborotalita,cristata,1.8,-0.0000001,3.336,46.768,1.225,2.847,45.385,48.561,46.359,92.7,170,7,1.169,41.058,116.214,89.637,8633.19,0.335229504,1.295336418,0.687024634,0.954441452,73.22,8.3,8.821686747,0.827201169,0,3
Globigerinidae,Beella,digitata,1.81,-0.0000001,2.437,74.776,1.092,1.038,59.359,70.503,94.465,76.2,74,5,1.179,692.727,742.758,40.446,116009.03,0.3053383,1.496094497,0.868610786,0.950115803,90,90,1,0.798201203,0,0
Globorotaliidae,Hirsutella,bermudezi,1.81,-0.0000001,2.614038162,65.82666667,1.161905357,2.093696763,87.85,56.52,53.11,83.87241613,171.15,6,1.204760369,82.18,172.06,62.45,22106.18,0.380857751,1.14505835,0.931790973,0.94722358,30.41,36.77,0.827032907,0.918274638,0,1
Globorotaliidae,Truncorotalia,truncatulinoides,1.93,-0.0000001,2.174,68.147,1.047,1.341,81.078,64.972,58.392,85.3,175,5,1.158,421.64,591.82,74.66,213580.69,0.365196311,1.1003738,1.161610788,0.995608282,73.85,2,36.925,0.826308197,0,1
Globorotaliidae,Berggrenia,riedeli,2,-0.0000001,2.371113604,87.19,1.036243822,1.329562336,94.14,89.73,77.7,74.60819718,176.11,5,1.248546037,116.35,87.51,90,8285.9,0.284857408,1.328846695,0.976704173,0.931074038,90,90,1,0.781842476,0,0
Globorotaliidae,Neogloboquadrina,dutertrei,2,-0.0000001,1.765,53.611,1.118,1.129,44.094,47.665,69.072,94.3,110,5.5,1.051,402.492,441.569,89.123,134227.15,0.1734173,1.141610755,0.814615537,0.933732357,90,90,1,0.888118297,0,2
Globigerinidae,Zeaglobigerina,tenellus,2,-0.0000001,1.797,83.452,1.158,1.166,70.167,77.076,103.112,96.7,110,4,1.162,159.466,193.842,89.43,40147.13,0.295553132,1.459448912,1.021401543,0.92429629,90,90,1,0.886459138,0,2
Globorotaliidae,Pulleniatina,finalis,2.04,-0.0000001,1.556374941,90.07666667,1.108544817,1.174471855,90.97,93.85,85.41,97.18205163,180,4,1.116196667,598.32,702.71,90,331827.43,0.465017675,1.111287242,1.275194547,0.938637334,90,90,1,0.936266392,0,2
Globigerinidae,Globigerina,antarctica,2.4,-0.0000001,2.898980769,84.93,1.120351772,1.625935555,97.96,89.12,67.71,90.73172276,158.4,4,1.293614167,206.38,126.93,90,27452.25,0.334958701,1.413012724,0.9946469,0.917813537,90,90,1,0.843851343,0,3
Globigerinidae,Globigerina,megastoma,2.4,-0.0000001,1.541,90.286,1.13,1.161,55.268,90.438,125.151,97,104,4.5,1.087,284.556,345.669,80.95,76505.31,0.333542992,1.388323679,0.985030668,0.935082415,90,90,1,0.845337574,0,3
Globorotaliidae,Globoconella,inflata,3,-0.0000001,,,,,,,,,,,,,,,,,,,,,,,,,
Globorotaliidae,Hirsutella,theyeri,3.2,-0.0000001,1.79121931,76.01666667,1.158357445,2.363210085,81.1,77.47,69.48,78.89665594,140.73,4.5,1.118099031,260.18,614.86,75.1,168718.59,0.260604715,1.22240166,0.998750915,0.997906955,27.58,35.15,0.784637269,0.871755146,0,1
Candeinidae,Globigerinita,iota,3.5,-0.0000001,0.927969191,76.27333333,1.040587051,1.355702918,78.04,72.28,78.5,96.90578381,146.8,5,0.984453212,113.1,153.33,90,16616.89,0.241733561,1.275014905,1.000160438,0.948548871,90,90,1,0.895020572,0,3
Globigerinidae,Zeaglobigerina,rubescens,3.5,-0.0000001,2.001,99.786,1.149,1.155,119.943,116.341,63.075,97.9,104,4,1.163,190.977,227.263,77.228,43588.49,0.419738789,1.438596029,0.968377107,0.929186398,90,90,1,0.868183924,0,3
Globorotaliidae,Pulleniatina,obliquiloculata,3.6,-0.0000001,1.576323313,68.56,1.154586574,1.126423586,67.06,60.74,77.88,96.25790547,154.43,5,1.080686841,653.28,735.87,90,360660.07,0.393355716,1.155297328,1.078449013,0.948366586,90,90,1,0.934331774,0,2
Globorotaliidae,Truncorotalia,crassaformis,3.6,-0.0000001,2.097,82.116,1.171,1.319,75.84,74.857,95.651,88.1,148,4.5,1.185,349.738,466.969,65.785,136938.2,0.432820133,1.204512658,1.192679651,0.980659493,80.79,23.72,3.405986509,0.850900218,0,1
Globigerinidae,Globigerinella,calida,3.8,-0.0000001,1.95,85.128,1.366,1.983,55.602,87.959,111.824,97.1,172,5,1.181,374.65,739.775,88.904,123711.79,0.439958795,1.510179399,0.951960356,0.940863336,90,90,1,0.826893269,0,2
Globorotaliidae,Globorotalia,ungulata,3.9,-0.0000001,2.772,74.116,1.154,1.85,72.195,78.898,71.255,85.6,138,5,1.232,341.194,629.313,68.127,179849.3,0.48297469,1.284656661,0.909049265,0.998089805,26.94,26.98,0.99851742,0.78657391,0,1
Globorotaliidae,Hirsutella,hirsuta,3.9,-0.0000001,2.677453417,76.71333333,0.828377582,1.757552207,91.93,64.91,73.3,79.78518334,136.65,4,1.258986167,295.94,520.13,48.1,385189.32,0.493362407,1.214203876,1.124319705,0.946921122,53.4,24.39,2.189421894,0.883814907,0,1
Chiloguembelinidae,Streptochilus,tokelauae,4.7,-0.0000001,1.268603224,180,2.08174475,0.476321386,180,180,180,98.27107032,36.95,2,1.126322877,192.79,91.83,90,10854.72,0.263346268,1.23129366,1.247538214,0.926057242,90,90,1,0.783939781,0,3
Globigerinidae,Sphaeroidinella,dehiscens,5.5,-0.0000001,2.165,125.284,1.167,1.088,141.686,108.881,999,96.2,147,3,1.336,639.482,702.235,89.323,314740.36,0.718455809,1.211695445,1.330514347,0.934785728,90,90,1,0.902052155,0,2
Globorotaliidae,Globorotalia,tumida,5.6,-0.0000001,2.912,64.163,1.315,1.826,46.832,67.371,78.286,85.8,130,5,1.183,595.745,1076.036,53.667,570465.6,0.406940822,1.123691298,0.919261327,1,45.26,19.12,2.367154812,0.848375606,0,1
Cassigerinellidae,Tenuitella,anfracta,5.6,-0.0000001,2.010186648,86.12,1.100033992,1.867562759,79.02,97.06,82.28,75.51309994,180,4.5,1.165678048,101.18,188.96,90,31273.64,0.40643494,1.376527396,0.997775009,0.964695894,90,90,1,0.770319916,0,3
Globorotaliidae,Truncorotalia,viola,5.6,-0.0000001,2.039110768,80.60666667,1.134847081,1.794883754,97.5,72.88,71.44,74.29364034,131.97,4,1.177784011,278.72,500.27,62.29,159168.59,0.373915482,1.229091595,1.1389902,0.981999757,17.21,35.03,0.491293177,0.897239773,0,0
Globigerinidae,Globigerinoides.Br,ruber,5.8,-0.0000001,1.537,137.34,1.255,1.083,110.866,163.813,999,96.6,122,2.75,1.185,497.84,518.16,88.101,107791.3,0.463845412,1.500036932,1.222184831,0.940424092,90,90,1,0.855903779,0,3
Globigerinidae,Globigerinoides.Bu,conglobatus,6,-0.0000001,2.073,88.089,1.163,0.984,110.778,85.737,67.751,96.4,100,3.75,1.19,683.846,664.308,60.407,497116.25,0.444281835,1.309203869,1.335400492,0.966119733,90,90,1,0.89637501,0,3
Globigerinidae,Turborotalita,humilis,6.08,-0.0000001,1.638,54.112,1.131,1.867,50.136,48.712,63.487,94.2,168,6,1.072,113.393,217.714,88.901,11814.75,0.433749339,1.145318129,0.780869643,0.96488449,14.5,17.32,0.837182448,0.893465982,0,3
Hastigerinidae,Hastigerina,pelagica,8,-0.0000001,1.301,73.04,1.08,1.221,58.531,84.357,76.233,95.7,130,5,1.058,573.424,700.424,88.217,295308.9,0.311887857,1.40431269,0.849804996,0.938692732,90,90,1,0.750843067,0,1
Globorotaliidae,Truncorotalia,oceanica,8,-0.0000001,1.477925071,86.53666667,1.188177027,1.455238095,92.54,93.47,73.6,93.77426805,174.9,4,1.102799348,320.25,466.04,88.47,132217.15,0.410801019,1.145294688,1.246101565,0.962155873,90,90,1,0.903614395,0,0
Candeinidae,Candeina,nitida,8.1,-0.0000001,1.081,115.97,1.15,1.206,123.447,108.492,999,98.1,114,3,1.025,469.295,561.219,86.483,235746.04,0.404086491,1.263767608,1.372258073,0.924374637,90,90,1,0.920035143,0,3
Globigerinidae,Globigerinoides.Br,elongatus,9.1,-0.0000001,0.78,139.011,1.034,1.015,83.53,194.491,999,93.2,117,3,0.918,372.056,327.338,76.687,91481.72,0.308670191,1.265755572,1.401475512,0.926778853,90,90,1,0.895275457,0,3
Globorotaliidae,Neogloboquadrina,pachyderma,10.9,-0.0000001,1.165,71.683,1.004,1.231,87.657,57.304,70.087,95.2,123,4,1.078,269.278,334.211,89.535,51277.81,0.335008067,1.153923694,1.098221625,0.891208515,90,90,1,0.928956995,0,2
Candeinidae,Globigerinita,parkerae,11.8,-0.0000001,2.527,104.365,1.231,1.144,73.597,141.438,98.061,97.7,105,3.5,1.253,209.55,243.417,89.471,28721.38,0.394639116,1.347454631,1.122183667,0.951036959,90,90,1,0.91245439,0,3
Globigerinidae,Globigerinella,aequilateralis,12.5,-0.0000001,2.207289352,76.76333333,1.291284123,1.474909453,89.71,74.19,66.39,98.00645058,180,5,1.186144689,723.38,1066.92,90,637270.05,0.419866586,1.392864725,0.900383988,0.935496014,90,90,1,0.831488494,0,2
Globorotaliidae,Menardella,menardii,12.5,-0.0000001,1.405711275,73.9,1.173634698,3.130262365,75.24,75.22,71.24,76.53209564,153.6,5,1.069940641,315.21,986.69,44.97,639185.07,0.271662979,1.214022656,0.962722285,0.996363488,30.52,13.18,2.315629742,0.849589479,0,2
Globorotaliidae,Tenuitella,parkerae,13.5,-0.0000001,2.206087217,83.97666667,1.040953384,1.969198675,83.93,89.5,78.5,73.87831851,155.96,4.5,1.207268352,81.49,160.47,74.46,64325.5,0.358155009,1.616306327,0.833895675,0.899581376,77.01,81.41,0.945952586,0.765314555,0,0
Globorotaliidae,Hirsutella,scitula,14.5,-0.0000001,2.866,73.751,1.101,2.181,63.814,64.796,92.641,91.7,139,4.75,1.23,218.017,488.95,45.843,214623.01,0.479680487,1.159388668,1.132654408,0.995740674,23.98,24.64,0.973214286,0.881705346,0,1
Globigerinidae,Globigerina,bulloides,15,-0.0000001,1.499,95.394,1.108,1.161,69.669,77.05,139.461,96.6,112,4,1.115,362.857,389.594,88.704,110255.97,0.453798012,1.352778991,0.998499872,0.921206646,90,90,1,0.853711269,0,2
Globigerinidae,Orbulina,bilobata,15.1,-0.0000001,5.852242439,112.925,1.323642254,1.22345643,152.38,73.47,0,93.02571736,154.54,2,1.642449708,377.21,461.5,90,125107.8,0.771140968,1.38392705,1.105881655,0.929552439,90,90,1,0.893046004,0,3
Globigerinidae,Orbulina,suturalis,15.1,-0.0000001,6.647,82.511,1.016,1.004,96.734,72.267,78.532,99,107,1,1.574,429.986,399.143,89.658,135138.28,1.004747582,1.543308147,0.875571177,0.922610161,90,90,1,0.971564055,0,3
Globigerinidae,Orbulina,universa,15.2,-0.0000001,6.16,93.773,1.012,1,112.906,95.864,72.548,99.3,114,1,1.654,401.32,404.707,89.648,122706.39,1.002599131,1.63723021,0.865653372,0.93414102,90,90,1,0.974994265,0,3
Globigerinidae,Globigerina,falconensis,17.2,-0.0000001,1.246,95.512,1.112,1.45,66.927,97.125,122.485,98.2,153,4,1.067,210.82,327.66,89.077,47125.66,0.306570985,1.393522009,1.051229461,0.930837995,90,90,1,0.83131972,0,3
Globorotaliidae,Globorotaloides,hexagona,17.3,-0.0000001,,,,,,,,,,,,,,,,,,,,,,,,,
Globigerinidae,Globigerinoides.C,sacculifer,17.7,-0.0000001,1.416377666,94.41333333,1.227079552,1.470588235,93.59,102.34,87.31,94.02891159,173.24,3.75,1.147410992,367.37,540.25,68.97,175146.16,0.33946408,1.322289634,1.094059551,0.979887802,90,90,1,0.892823659,0,3
Globigerinidae,Globigerinoides.C,quadrilobatus,18.2,-0.0000001,4.778,99.037,1.261,1.163,81.971,117.523,97.617,97.5,106,3.5,1.502,504.701,540.987,89.155,199249.73,0.497240072,1.398011,0.991329391,0.922746166,90,90,1,0.873755955,0,3
Globigerinidae,Globigerinoides.C,immaturus,21,-0.0000001,1.770665004,110.62,1.355267748,1.41018684,120.84,100.4,0,97.0303037,180,3,1.191131927,453.33,639.28,90,229599.57,0.508303304,1.595958501,1.128453045,0.930291335,90,90,1,0.88077772,0,3
Globigerinidae,Turborotalita,quinqueloba,21.8,-0.0000001,2.03,75.476,1.258,1.846,70.086,81.554,74.789,94.3,159,4.5,1.155,118.692,224.327,76.334,34734.68,0.427653861,1.271064846,0.97494983,0.936794732,90,90,1,0.867571485,0,3
Globigerinidae,Globigerinella,obesa,25,-0.0000001,2.973,84.436,1.236,1.652,83.342,86.991,82.974,97.5,155,4.25,1.293,286.512,477.52,87.002,234317.72,0.390973973,1.370174506,1.032750004,0.928012013,90,90,1,0.88402857,0,2
Candeinidae,Globigerinita,glutinata,26.7,-0.0000001,2.347162574,91.32333333,1.017577643,1.219338539,95.38,101.31,77.28,94.88582793,156,4,1.237449436,174.16,212.36,90,31906.89,0.547835906,1.276561773,1.122684469,0.951225354,90,90,1,0.870474316,0,3
Candeinidae,Globigerinita,uvula,26.7,-0.0000001,0.378641313,88.09,0.865885865,0.840498391,109.47,70.23,84.57,98.85285945,84.23,4,0.798422982,242.38,203.72,90,8055.34,0.635515074,1.237734721,1.125031288,0.933112171,90,90,1,0.97003246,0,3
Globorotaliidae,Truncorotalia,hessi,1.4,0.2,1.528149186,82.71666667,1.158583199,1.327579365,85.36,79.42,83.37,86.09346902,163.16,4.5,1.068542898,100.8,133.82,68.83,11973.26,0.376685214,1.12849439,1.266638093,0.972413227,42.16,35.4,1.190960452,0.929996601,0,0
Globorotaliidae,Globoquadrina,pseudofoliata,5.5,0.2,2.333,91.804,1.148,1.495,86.556,91.242,97.612,97.8,146,4,1.243,515.155,804.93,78.919,374047.1,0.431082984,1.480789357,0.940848727,0.936837656,90,90,1,0.819803422,0,2
Globorotaliidae,Neogloboquadrina,incompta,2,0.5,1.79399634,88.64333333,1.079131678,1.461744639,100.31,90.41,75.21,86.81392751,142.32,4,1.154447332,205.2,299.95,90,56668.43,0.372514996,1.319630218,1.055210935,0.91565061,90,90,1,0.81275759,0,2
Globorotaliidae,Neogloboquadrina,himiensis,2,1,1.059325954,75.02666667,1.163016299,1.181334809,72.55,79.06,73.47,92.75769248,107.89,4.5,1.012038392,415.64,491.01,90,171055.72,0.235395928,1.209224531,1.052635211,0.95246373,90,90,1,0.918607446,0,2
Globorotaliidae,Neogloboquadrina,kagaensis,2,1,2.144753109,87.22666667,1.204462078,1.277145237,94.72,83.98,82.98,89.50206395,113.36,4,1.224101559,468.13,597.87,90,229521.98,0.453686745,1.231436744,1.139813108,0.925130916,90,90,1,0.900926976,0,2
Globigerinidae,Globigerina,umbilicata,2.4,1,2.737041971,81.42333333,1.055438616,1.313787086,100.64,76.26,67.37,82.22832749,144.07,4.75,1.309222942,376.4,286.5,90,110627.14,0.208597095,1.192173579,1.059459334,0.949671361,90,90,1,0.842299771,0,3
Globorotaliidae,Globorotalia,lata,2.4,1,2.457244801,67.30666667,1.216316744,2.863383617,72.7,58.57,70.65,63.69192271,163.98,6,1.192331347,375.87,1076.26,48.04,665475.6,0.382507518,1.137522065,0.962709027,1,40.06,31.33,1.278646665,0.901971015,0,0
Globorotaliidae,Globoconella,triangula,3.1,1,4.365836979,92.59,1.161304121,1.150723226,118.01,101.81,57.95,91.62926854,143.89,3,1.343171432,554.46,638.03,90,271598.75,0.476144496,1.100569259,1.187124778,0.892323703,90,90,1,0.974965831,0,0
Globorotaliidae,Globorotalia,pseudopumilio,5.5,1,0.77363273,63.62,1.231771894,1.388973707,96.73,46.09,48.04,81.85413546,171.81,5,1.083899328,117.9,163.76,90,9013.88,0.363255335,1.183867842,0.843802438,0.895971545,90,90,1,0.871981494,0,0
Globorotaliidae,Neogloboquadrina,humerosa,5.6,1,1.174438428,60.26333333,1.15721605,1.528104123,65.11,54.39,61.29,83.29221013,169.59,5.5,1.030742984,260.46,398.01,90,113790.4,0.231395267,1.122093579,0.93242068,0.936586742,90,90,1,0.875727968,0,2
Globorotaliidae,Truncorotalia,ronda,8,1,1.887333201,82.79666667,1.212103851,1.348405638,107.59,77.91,62.89,86.07568656,162.32,4,1.170184087,365.35,492.64,69.7,139399.76,0.400387849,1.140061368,1.196626095,0.892837845,21.69,50.22,0.431899642,0.895231136,0,0
Globorotaliidae,Neogloboquadrina,pseudopachyderma,9.1,1,1.457166601,76.89333333,1.137591623,1.402443051,82.46,76.17,72.05,96.7462034,158.43,4.75,1.0890743,151.45,212.4,90,29776.38,0.378431495,1.149398683,1.111387618,0.94211055,90,90,1,0.924470108,0,2
Globorotaliidae,Globorotalia,neominutissima,11.4,1,1.421143747,75.91666667,1.149009814,1.564044654,68.57,73.26,85.92,77.23912975,175.34,5,1.072376966,154.97,242.38,90,44236.14,0.299373318,1.278578236,0.966069493,0.96323009,89.71,90,0.996777778,0.838275268,0,0
Globigerinidae,Globigerinoides.Bu,obliquus,21.5,1.3,3.476,103.17,1.06,1.06,80.318,107.681,121.513,92.4,108,3.5,1.451,425.938,459.154,64.073,119796.82,0.462328048,1.280034408,1.090382924,0.936785943,65.88,35.94,1.833055092,0.871693376,0,3
Globorotaliidae,Neogloboquadrina,acostaensis,10.9,1.58,0.978,68.885,1.189,1.48,57.055,72.887,76.714,98.8,151,5,0.984,180.34,293.37,72.051,74424.07,0.352249481,1.247151255,0.956552154,0.954002107,90,90,1,0.835936574,0,2
Globigerinidae,Zeaglobigerina,apertura,11,1.64,7.598596501,76.42666667,1.213663863,1.553034565,122.27,62.91,44.1,87.88525925,136.17,4,1.346323266,159.99,248.47,90,38301.25,0.402663882,1.237328537,1.028853671,0.936097088,90,90,1,0.83303927,0,2
Globorotaliidae,Truncorotalia,toesaensis,2.59,1.7,2.043,72.773,1.126,1.48,77.008,71.804,69.506,95.2,159,5,1.153,295.393,444.03,66.366,130540.89,0.418917322,1.087454458,1.157604152,0.971677071,52.99,10.75,4.929302326,0.893277945,0,1
Globigerinidae,Globigerinoides.C,triloba,22.3,1.7,9.0469853,79.50333333,1.266635344,1.21292529,111.81,74.11,52.59,97.98433202,150.47,3.25,1.539271792,339.18,411.4,90,118907.89,0.680872733,1.366660492,0.933811772,0.929206455,90,90,1,0.922824169,0,3
Globorotaliidae,Berggrenia,praepumilio,2,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
Globorotaliidae,Berggrenia,pseudopumilio,4,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
Globigerinidae,Globigerinoides.C,fistulosus,2.4,1.77,3.157282439,95.80666667,1.382689154,1.731225415,99.26,100.53,87.63,83.30243041,144.29,4,1.344371539,668.59,1157.48,59.84,670491.2,0.45565739,1.482415251,0.964012058,0.992797874,90,90,1,0.83973508,0,3
Globorotaliidae,Truncorotalia,crassula,5.6,1.8,1.648477956,87.53,1.035407076,1.688226464,98.53,85.25,78.81,81.94932231,163.05,4,1.118323931,233.15,393.61,75.52,117948.63,0.297116295,1.170875394,1.222799211,0.99384316,38.03,39.69,0.958175863,0.843261734,0,1
Globorotaliidae,Globorotalia,flexuosa,5.2,1.81,2.228469336,54.64,1.321801162,2.490232131,55.73,53.76,54.43,69.4359237,127.6,6,1.13008973,348.08,866.8,42.07,313189.78,0.355874128,1.147090596,0.925549655,1,38.11,25.33,1.504540071,0.799697471,0,1
Globorotaliidae,Globorotalia,palpebra,7,1.81,2.389113034,86.90333333,1.161624087,1.395497755,103.21,87.9,69.6,84.89366556,118.2,4,1.201219795,151.48,211.39,90,33560.38,0.375224297,1.402315117,0.981059927,0.936551443,90,90,1,0.814827156,0,0
Globigerinidae,Globigerinoides.Bu,extremus,8.3,1.98,1.101893629,93.16333333,1.099169666,1.006563062,68.74,101.93,108.82,95.93857536,127.71,4,1.033976674,455.58,458.57,90,127675.33,0.309682536,1.208243261,1.240306714,0.894604504,90,90,1,0.902986474,0,3
Globorotaliidae,Menardella,miocenica,3.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
Globorotaliidae,Pulleniatina,praecursor,4.9,2,2.902,76.503,1.146,1.07,47.342,55.046,127.122,96.6,110,5,1.091,364.067,401.32,89.887,99384.08,0.3990941,1.166636417,1.003175233,0.952504047,90,90,1,0.935540614,0,2
Globigerinidae,Beella,praedigitata,9,2,1.839016478,82.93333333,1.265182186,1.307664322,69.13,91.61,88.06,95.89140109,136.89,4.5,1.150365882,329.84,431.32,90,123599.37,0.348264801,1.292704334,1.064771179,0.915082725,90,90,1,0.852432004,0,0
Globigerinidae,Globigerinoides.W,bollii,12.5,2,,,,,,,,,,,,,,,,,,,,,,,,,0
Globigerinidae,Globigerina,eamesi,26.7,2,5.105,98.92,1.291,1.344,103.559,137.386,55.814,98.1,154,3.75,1.345,279.4,390.236,89.773,96226.68,0.497044479,1.437674782,0.923889547,0.926265327,90,90,1,0.829551712,0,3
Globorotaliidae,Menardella,exilis,5.2,2.09,2.068760844,63.15666667,1.246566696,3.563118474,70.23,55.45,63.79,61.98545036,169.2,6.25,1.140201712,182.91,651.73,51.11,212605.12,0.290641636,1.210833703,0.87463817,0.996301228,23.92,24.27,0.985578904,0.853409062,0,2
Globorotaliidae,Menardella,limbata,11.6,2.24,1.811279341,61.52666667,1.045662542,3.209687581,67.21,59.35,58.02,65.69556345,168.42,6.5,1.117294083,269.83,866.07,41.27,616366.16,0.290810433,1.118168128,0.881875075,1,16.2,36.91,0.438905446,0.906224969,0,2
Globorotaliidae,Menardella,pertenuis,3.52,2.3,0.907641434,49.75333333,1.199010168,4.090258052,50.92,56.59,41.75,77.68023837,180,7,0.991004189,249.95,1022.36,35.96,573404.78,0.140284966,1.13342625,0.772430119,1,19.65,27.71,0.709130278,0.883479256,0,2
Globorotaliidae,Globoconella,puncticulata,4.6,2.41,1.847,92.43,1.24,1.413,70.427,82.776,124.086,92.8,146,4,1.175,353.483,518.583,79.643,139900.08,0.43970754,1.150259526,1.221441263,0.96671321,63.67,16.71,3.810293238,0.865476237,0,2
